file_name,split,audio_path,transcript_source,method,speaker_id,writer_id,audio_clipping,background_noise_audible,quiet_speaker,overall_quality_of_the_audio,ground_truth_phrase,input_transcript,predicted_transcript,transcript_exact_match,transcript_similarity,transcript_word_overlap,ground_truth_prompt,predicted_clinical_label,clinical_label_exact_match,clinical_label_similarity,clinical_label_word_overlap,confidence,top_3_labels,actual_label_in_top_3,human_review_recommended,human_review_reason,chief_complaint,symptoms,body_parts,acuity,few_shot_example_count,few_shot_example_file_names,few_shot_example_labels,stt_model,extraction_model,chat_latency_seconds,stt_cost,chat_cost,stt_seconds_billed,stt_input_tokens,stt_output_tokens,chat_input_tokens,chat_output_tokens
1249120_13842059_72683703.wav,test,data/recordings/test/1249120_13842059_72683703.wav,asr,few_shot,13842059,44130352,no_clipping,light_noise,audible_speaker,3.67,I had a cold the last time I travelled by plane and I still have a discomfort in my ears.,I had a cold the last time I traveled by plane and I still have discomfort in my ears.,I had a cold the last time I traveled by plane and I still have discomfort in my ears.,False,0.9827,0.8889,Ear ache,Ear ache,True,1.0,1.0,0.95,Ear ache | Feeling cold | Internal pain,True,False,auto_accept,Persistent ear discomfort following recent air travel and cold illness.,ear discomfort | recent cold | post-travel symptoms,ears,low,4,1249120_44246595_34665713.wav | 1249120_44160489_10247966.wav | 1249120_44220382_27478194.wav | 1249120_44142156_65967262.wav,Ear ache | Internal pain | Shoulder pain | Injury from sports,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.8065,0.00011111111111111112,0.001754,10.0,,,,
1249120_13842059_19948105.wav,test,data/recordings/test/1249120_13842059_19948105.wav,asr,zero_shot,13842059,44045955,no_clipping,light_noise,audible_speaker,3.25,I can't see the sign I have a blurry vision,I can't see the sign. I have a blurry vision.,I can't see the sign. I have a blurry vision.,True,1.0,1.0,Blurry vision,Blurry vision,True,1.0,1.0,0.95,Blurry vision | Body feels weak | Head ache,True,False,auto_accept,Patient reports blurry vision and inability to read signs clearly.,Blurry vision | Difficulty reading,Eyes,medium,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,2.2892,0.00011111111111111112,0.00156,10.0,,,,
1249120_13842059_19948105.wav,test,data/recordings/test/1249120_13842059_19948105.wav,asr,few_shot,13842059,44045955,no_clipping,light_noise,audible_speaker,3.25,I can't see the sign I have a blurry vision,I can't see the sign. I have a blurry vision.,I can't see the sign. I have a blurry vision.,True,1.0,1.0,Blurry vision,Blurry vision,True,1.0,1.0,0.95,Blurry vision | Head ache | Feeling dizzy,True,False,auto_accept,Patient reports blurry vision and inability to see signs clearly.,blurry vision | difficulty seeing,eyes,medium,4,1249120_44194084_21837810.wav | 1249120_44188922_37008932.wav | 1249120_44142156_65967262.wav | 1249120_44197979_64673870.wav,Blurry vision | Body feels weak | Injury from sports | Neck pain,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,2.4667,0.00011111111111111112,0.001735,10.0,,,,
1249120_13842059_57540056.wav,test,data/recordings/test/1249120_13842059_57540056.wav,asr,zero_shot,13842059,43755034,no_clipping,light_noise,audible_speaker,3.67,My knees ache on cold and rainy days.,My knees ache on cold and rainy days.,My knees ache on cold and rainy days.,True,1.0,1.0,Knee pain,Knee pain,True,1.0,1.0,0.95,Knee pain | Joint pain | Body feels weak,True,False,auto_accept,Patient experiences knee pain that worsens on cold and rainy days.,knee ache | weather-related pain exacerbation,knees,low,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,2.4449,0.00011111111111111112,0.001562,10.0,,,,
1249120_13842059_57540056.wav,test,data/recordings/test/1249120_13842059_57540056.wav,asr,few_shot,13842059,43755034,no_clipping,light_noise,audible_speaker,3.67,My knees ache on cold and rainy days.,My knees ache on cold and rainy days.,My knees ache on cold and rainy days.,True,1.0,1.0,Knee pain,Knee pain,True,1.0,1.0,0.92,Knee pain | Joint pain | Body feels weak,True,False,auto_accept,Patient experiences knee aching that worsens during cold and rainy weather.,knee aching | weather-related pain exacerbation,knees,low,4,1249120_44197979_96903123.wav | 1249120_44235678_30259629.wav | 1249120_44194084_42535299.wav | 1249120_44246595_43497809.wav,Acne | Skin issue | Knee pain | Ear ache,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.5563,0.00011111111111111112,0.001727,10.0,,,,
1249120_14353703_41100151.wav,test,data/recordings/test/1249120_14353703_41100151.wav,asr,zero_shot,14353703,44130352,no_clipping,light_noise,audible_speaker,4,It is like I have a needle pushing through my heart.,It is like I have a needle pushing through my heart.,It is like I have a needle pushing through my heart.,True,1.0,1.0,Heart hurts,Heart hurts,True,1.0,1.0,0.85,Heart hurts | Internal pain | Emotional pain,True,False,auto_accept,"Patient reports sharp, needle-like pain in the heart.",Sharp pain | Needle-like sensation,Heart | Chest,high,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.4861,0.00011111111111111112,0.001537,10.0,,,,
1249120_14353703_41100151.wav,test,data/recordings/test/1249120_14353703_41100151.wav,asr,few_shot,14353703,44130352,no_clipping,light_noise,audible_speaker,4,It is like I have a needle pushing through my heart.,It is like I have a needle pushing through my heart.,It is like I have a needle pushing through my heart.,True,1.0,1.0,Heart hurts,Heart hurts,True,1.0,1.0,0.95,Heart hurts | Internal pain | Emotional pain,True,False,auto_accept,"Patient reports sharp, needle-like pain in the heart region.",sharp pain | needle-like sensation,heart,high,4,1249120_44176037_39613511.wav | 1249120_44176037_102837935.wav | 1249120_44160489_90541690.wav | 1249120_44246595_72677345.wav,Heart hurts | Head ache | Ear ache | Muscle pain,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.2428,0.00011111111111111112,0.001669,10.0,,,,
1249120_14353703_18344186.wav,test,data/recordings/test/1249120_14353703_18344186.wav,asr,zero_shot,14353703,44150058,no_clipping,no_noise,audible_speaker,3.5,I have a hard muscle pain since i went to the gym,I have a hard muscle pain since I went to the gym.,I have a hard muscle pain since I went to the gym.,True,1.0,1.0,Muscle pain,Muscle pain,True,1.0,1.0,0.92,Muscle pain | Injury from sports | Body feels weak,True,False,auto_accept,Patient reports muscle pain following gym activity.,muscle pain | post-exercise soreness,muscles,low,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.3044,0.00011111111111111112,0.001513,10.0,,,,
1249120_14353703_18344186.wav,test,data/recordings/test/1249120_14353703_18344186.wav,asr,few_shot,14353703,44150058,no_clipping,no_noise,audible_speaker,3.5,I have a hard muscle pain since i went to the gym,I have a hard muscle pain since I went to the gym.,I have a hard muscle pain since I went to the gym.,True,1.0,1.0,Muscle pain,Muscle pain,True,1.0,1.0,0.95,Muscle pain | Injury from sports | Body feels weak,True,False,auto_accept,Patient reports severe muscle pain following gym activity.,hard muscle pain | pain since gym activity,muscles,low,4,1249120_44176037_93714115.wav | 1249120_44220382_41016711.wav | 1249120_44220382_79705872.wav | 1249120_44197979_23991689.wav,Muscle pain | Back pain | Internal pain | Stomach ache,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.6932,0.00011111111111111112,0.001667,10.0,,,,
1249120_15004831_21045225.wav,test,data/recordings/test/1249120_15004831_21045225.wav,asr,zero_shot,15004831,43318517,no_clipping,no_noise,audible_speaker,4.67,I have tried to make massage on my foot but they still pain me,I have tried to make massage on my foot but they still pain me.,I have tried to make massage on my foot but they still pain me.,True,1.0,1.0,Foot ache,Foot ache,True,1.0,1.0,0.92,Foot ache | Muscle pain | Joint pain,True,False,auto_accept,Patient reports persistent foot pain despite attempted massage treatment.,foot pain | pain unrelieved by massage,foot,low,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.4279,0.00011111111111111112,0.001535,10.0,,,,
1249120_15004831_21045225.wav,test,data/recordings/test/1249120_15004831_21045225.wav,asr,few_shot,15004831,43318517,no_clipping,no_noise,audible_speaker,4.67,I have tried to make massage on my foot but they still pain me,I have tried to make massage on my foot but they still pain me.,I have tried to make massage on my foot but they still pain me.,True,1.0,1.0,Foot ache,Foot ache,True,1.0,1.0,0.95,Foot ache | Muscle pain | Injury from sports,True,False,auto_accept,Patient reports persistent foot pain despite attempted massage treatment.,foot pain | pain persisting after massage,foot,low,4,1249120_44220382_73167442.wav | 1249120_44142156_106992412.wav | 1249120_44220382_88604885.wav | 1249120_44176037_73192675.wav,Stomach ache | Heart hurts | Skin issue | Acne,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.492,0.00011111111111111112,0.001708,10.0,,,,
1249120_15004831_13536344.wav,test,data/recordings/test/1249120_15004831_13536344.wav,asr,zero_shot,15004831,44340112,no_clipping,light_noise,audible_speaker,3.67,I have a hair shortage,I have a hair shortage.,I have a hair shortage.,True,1.0,1.0,Hair falling out,Hair falling out,True,1.0,1.0,0.85,Hair falling out | Skin issue | Body feels weak,True,False,auto_accept,Patient reports hair loss or thinning.,hair shortage | hair loss,scalp | hair,low,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.6501,0.00011111111111111112,0.001556,10.0,,,,
1249120_15004831_13536344.wav,test,data/recordings/test/1249120_15004831_13536344.wav,asr,few_shot,15004831,44340112,no_clipping,light_noise,audible_speaker,3.67,I have a hair shortage,I have a hair shortage.,I have a hair shortage.,True,1.0,1.0,Hair falling out,Hair falling out,True,1.0,1.0,0.85,Hair falling out | Skin issue | Body feels weak,True,False,auto_accept,Patient reports hair shortage.,hair loss | hair shortage,hair | scalp,low,4,1249120_44246595_35641157.wav | 1249120_44220382_79705872.wav | 1249120_44176037_102837935.wav | 1249120_44246595_72677345.wav,Emotional pain | Internal pain | Head ache | Muscle pain,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.2148,0.00011111111111111112,0.001576,10.0,,,,
1249120_15004831_42760211.wav,test,data/recordings/test/1249120_15004831_42760211.wav,asr,zero_shot,15004831,44045955,no_clipping,light_noise,audible_speaker,3.67,I have a pain in my joint,I have a pain in my joint.,I have a pain in my joint.,True,1.0,1.0,Joint pain,Joint pain,True,1.0,1.0,0.95,Joint pain | Muscle pain | Internal pain,True,False,auto_accept,Patient reports pain in a joint.,Joint pain,Joint,low,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.1766,0.00011111111111111112,0.001453,10.0,,,,
1249120_15004831_42760211.wav,test,data/recordings/test/1249120_15004831_42760211.wav,asr,few_shot,15004831,44045955,no_clipping,light_noise,audible_speaker,3.67,I have a pain in my joint,I have a pain in my joint.,I have a pain in my joint.,True,1.0,1.0,Joint pain,Joint pain,True,1.0,1.0,0.95,Joint pain | Muscle pain | Internal pain,True,False,auto_accept,Patient reports pain in a joint.,joint pain,joint,low,4,1249120_44220382_25011036.wav | 1249120_44246595_72677345.wav | 1249120_44176037_102837935.wav | 1249120_44197979_28707699.wav,Joint pain | Muscle pain | Head ache | Internal pain,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.2619,0.00011111111111111112,0.001591,10.0,,,,
1249120_15004831_53829738.wav,test,data/recordings/test/1249120_15004831_53829738.wav,asr,zero_shot,15004831,34987462,no_clipping,no_noise,audible_speaker,4,My skin is itching.,My skin is itching.,My skin is itching.,True,1.0,1.0,Skin issue,Skin issue,True,1.0,1.0,0.85,Skin issue | Acne | Internal pain,True,False,auto_accept,Patient reports itching of the skin.,Itching,Skin,low,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.4979,0.00011111111111111112,0.001476,10.0,,,,
1249120_15004831_53829738.wav,test,data/recordings/test/1249120_15004831_53829738.wav,asr,few_shot,15004831,34987462,no_clipping,no_noise,audible_speaker,4,My skin is itching.,My skin is itching.,My skin is itching.,True,1.0,1.0,Skin issue,Skin issue,True,1.0,1.0,0.95,Skin issue | Acne | Internal pain,True,False,auto_accept,Patient reports itching of the skin.,itching,skin,low,4,1249120_44235678_30259629.wav | 1249120_44197979_83749143.wav | 1249120_44160489_54710844.wav | 1249120_44188922_72628605.wav,Skin issue | Ear ache | Shoulder pain | Joint pain,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.1903,0.00011111111111111112,0.0016,10.0,,,,
1249120_15004831_71961366.wav,test,data/recordings/test/1249120_15004831_71961366.wav,asr,zero_shot,15004831,38687371,no_clipping,no_noise,audible_speaker,3.5,Sometimes I cough because I'm a smoker,Sometimes I cough because I am a smoker.,Sometimes I cough because I am a smoker.,False,0.987,0.75,Cough,Cough,True,1.0,1.0,0.85,Cough | Hard to breath | Body feels weak,True,False,auto_accept,Patient reports occasional cough attributed to smoking history.,Cough,Lungs | Respiratory tract,low,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.3903,0.00011111111111111112,0.001566,10.0,,,,
1249120_15004831_71961366.wav,test,data/recordings/test/1249120_15004831_71961366.wav,asr,few_shot,15004831,38687371,no_clipping,no_noise,audible_speaker,3.5,Sometimes I cough because I'm a smoker,Sometimes I cough because I am a smoker.,Sometimes I cough because I am a smoker.,False,0.987,0.75,Cough,Cough,True,1.0,1.0,0.95,Cough | Hard to breath | Body feels weak,True,False,auto_accept,Patient reports cough related to smoking history.,Cough,Lungs | Respiratory tract,low,4,1249120_44220382_52518266.wav | 1249120_44176037_46744530.wav | 1249120_44160489_102101174.wav | 1249120_44246595_35641157.wav,Hard to breath | Shoulder pain | Injury from sports | Emotional pain,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.3612,0.00011111111111111112,0.001668,10.0,,,,
1249120_14353703_65062339.wav,test,data/recordings/test/1249120_14353703_65062339.wav,asr,zero_shot,14353703,44130352,no_clipping,no_noise,audible_speaker,4.67,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,True,1.0,1.0,Hard to breath,Cough,False,0.2105,0.0,0.72,Cough | Hard to breath | Body feels weak,True,False,auto_accept,Nasal congestion with thick throat secretion causing sleep disturbance.,nasal congestion | thick gluey throat secretion | sleep disturbance | daytime fatigue requiring naps,nose | throat,low,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.8056,0.00011111111111111112,0.001728,10.0,,,,
1249120_14353703_65062339.wav,test,data/recordings/test/1249120_14353703_65062339.wav,asr,few_shot,14353703,44130352,no_clipping,no_noise,audible_speaker,4.67,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,True,1.0,1.0,Hard to breath,Cough,False,0.2105,0.0,0.72,Cough | Hard to breath | Body feels weak,True,False,auto_accept,Nasal congestion with thick throat secretions causing sleep disturbance.,nasal congestion | gluey throat secretion | sleep difficulty | daytime fatigue requiring naps,nose | throat,low,4,1249120_44194084_33388678.wav | 1249120_44197979_80062945.wav | 1249120_44220382_73167442.wav | 1249120_44246595_25957473.wav,Muscle pain | Back pain | Stomach ache | Body feels weak,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.8104,0.00011111111111111112,0.001867,10.0,,,,
1249120_15830408_17297780.wav,test,data/recordings/test/1249120_15830408_17297780.wav,asr,zero_shot,15830408,44266645,no_clipping,no_noise,audible_speaker,4.33,i'm disappointed,I'm disappointed.,I'm disappointed.,True,1.0,1.0,Emotional pain,Emotional pain,True,1.0,1.0,0.72,Emotional pain | Body feels weak | Head ache,True,False,auto_accept,Patient expresses disappointment and emotional distress.,disappointment | emotional distress,,low,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.5435,0.00011111111111111112,0.001534,10.0,,,,
1249120_15830408_17297780.wav,test,data/recordings/test/1249120_15830408_17297780.wav,asr,few_shot,15830408,44266645,no_clipping,no_noise,audible_speaker,4.33,i'm disappointed,I'm disappointed.,I'm disappointed.,True,1.0,1.0,Emotional pain,Emotional pain,True,1.0,1.0,0.85,Emotional pain | Body feels weak | Head ache,True,False,auto_accept,Patient reports feeling disappointed.,disappointment,,low,4,1249120_44246595_54009181.wav | 1249120_44246595_71984487.wav | 1249120_44197979_24602195.wav | 1249120_44197979_10146538.wav,Stomach ache | Injury from sports | Ear ache | Open wound,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.2271,0.00011111111111111112,0.001582,10.0,,,,
1249120_15830408_49631021.wav,test,data/recordings/test/1249120_15830408_49631021.wav,asr,zero_shot,15830408,44150058,no_clipping,no_noise,audible_speaker,3.67,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?","I have blurry vision and I can't see in the darkness. What is the reason, doctor?","I have blurry vision and I can't see in the darkness. What is the reason, doctor?",False,0.9873,0.9375,Blurry vision,Blurry vision,True,1.0,1.0,0.92,Blurry vision | Body feels weak | Feeling dizzy,True,False,auto_accept,Patient reports blurry vision with difficulty seeing in darkness.,Blurry vision | Difficulty seeing in darkness | Night vision problems,Eyes,medium,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.4236,0.00011111111111111112,0.001597,10.0,,,,
1249120_15830408_49631021.wav,test,data/recordings/test/1249120_15830408_49631021.wav,asr,few_shot,15830408,44150058,no_clipping,no_noise,audible_speaker,3.67,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?","I have blurry vision and I can't see in the darkness. What is the reason, doctor?","I have blurry vision and I can't see in the darkness. What is the reason, doctor?",False,0.9873,0.9375,Blurry vision,Blurry vision,True,1.0,1.0,0.95,Blurry vision | Feeling dizzy | Head ache,True,False,auto_accept,Patient reports blurry vision with difficulty seeing in darkness.,blurry vision | difficulty seeing in darkness,eyes,low,4,1249120_44194084_21837810.wav | 1249120_44176037_55272412.wav | 1249120_44176037_31708444.wav | 1249120_44142156_95959757.wav,Blurry vision | Stomach ache | Heart hurts | Infected wound,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.2047,0.00011111111111111112,0.001753,10.0,,,,
1249120_15004831_93767590.wav,test,data/recordings/test/1249120_15004831_93767590.wav,asr,zero_shot,15004831,40925305,no_clipping,no_noise,audible_speaker,3.67,My back hurts so much I can't bend down to tie my shoelaces.,My back hurts so much I can't bend down to tie my shoelaces.,My back hurts so much I can't bend down to tie my shoelaces.,True,1.0,1.0,Back pain,Back pain,True,1.0,1.0,0.95,Back pain | Internal pain | Muscle pain,True,False,auto_accept,Patient reports severe back pain that limits ability to bend and perform daily activities.,Severe back pain | Limited mobility | Difficulty bending,Back,medium,0,,,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.6249,0.00011111111111111112,0.001553,10.0,,,,
1249120_15004831_93767590.wav,test,data/recordings/test/1249120_15004831_93767590.wav,asr,few_shot,15004831,40925305,no_clipping,no_noise,audible_speaker,3.67,My back hurts so much I can't bend down to tie my shoelaces.,My back hurts so much I can't bend down to tie my shoelaces.,My back hurts so much I can't bend down to tie my shoelaces.,True,1.0,1.0,Back pain,Back pain,True,1.0,1.0,0.95,Back pain | Internal pain | Muscle pain,True,False,auto_accept,Patient reports severe back pain that limits ability to bend forward.,severe back pain | inability to bend down,back,medium,4,1249120_44246595_47270208.wav | 1249120_44246595_26715904.wav | 1249120_44197979_15645117.wav | 1249120_44142156_87393869.wav,Back pain | Neck pain | Foot ache | Heart hurts,openai/whisper-large-v3-turbo,anthropic/claude-haiku-4.5,1.56,0.00011111111111111112,0.001696,10.0,,,,
